NtQueryDebugFilterState,,,,,,,,,,0x008e,0x008e,0x008e,0x0094,0x0094,0x00d4
NtQueryDefaultLocale,0x0064,0x0064,0x0064,0x0064,0x007b,0x007b,0x007b,0x007b,0x007b,0x008f,0x008f,0x008f,0x0095,0x0095,0x00d5
NtQueryDefaultUILanguage,,,,,0x007c,0x007c,0x007c,0x007c,0x007c,0x0090,0x0090,0x0090,0x0096,0x0096,0x00d6
NtQueryDirectoryFile,0x0065,0x0065,0x0065,0x0065,0x007d,0x007d,0x007d,0x007d,0x007d,0x0091,0x0091,0x0091,0x0097,0x0097,0x00d7
NtQueryDirectoryObject,0x0066,0x0066,0x0066,0x0066,0x007e,0x007e,0x007e,0x007e,0x007e,0x0092,0x0092,0x0092,0x0098,0x0098,0x00d8
NtQueryDriverEntryOrder,,,,,,,,,,,,,0x0099,0x0099,0x00d9
NtQueryEaFile,0x0067,0x0067,0x0067,0x0067,0x007f,0x007f,0x007f,0x007f,0x007f,0x0093,0x0093,0x0093,0x009a,0x009a,0x00da
NtQueryEvent,0x0068,0x0068,0x0068,0x0068,0x0080,0x0080,0x0080,0x0080,0x0080,0x0094,0x0094,0x0094,0x009b,0x009b,0x00db
NtQueryFullAttributesFile,0x0069,0x0069,0x0069,0x0069,0x0081,0x0081,0x0081,0x0081,0x0081,0x0095,0x0095,0x0095,0x009c,0x009c,0x00dc
NtQueryInformationAtom,0x0062,0x0062,0x0062,0x0062,0x0079,0x0079,0x0079,0x0079,0x0079,0x0096,0x0096,0x0096,0x009d,0x009d,0x00dd
NtQueryInformationEnlistment,,,,,,,,,,,,,,,0x0070
NtQueryInformationFile,0x006a,0x006a,0x006a,0x006a,0x0082,0x0082,0x0082,0x0082,0x0082,0x0097,0x0097,0x0097,0x009e,0x009e,0x00de
NtQueryInformationJobObject,,,,,0x0083,0x0083,0x0083,0x0083,0x0083,0x0098,0x0098,0x0098,0x009f,0x009f,0x00df
NtQueryInformationPort,0x006c,0x006c,0x006c,0x006c,0x0085,0x0085,0x0085,0x0085,0x0085,0x0099,0x0099,0x0099,0x00a0,0x00a0,0x00e0
NtQueryInformationProcess,0x006d,0x006d,0x006d,0x006d,0x0086,0x0086,0x0086,0x0086,0x0086,0x009a,0x009a,0x009a,0x00a1,0x00a1,0x00e1
NtQueryInformationResourceManager,,,,,,,,,,,,,,,0x006c
NtQueryInformationThread,0x006e,0x006e,0x006e,0x006e,0x0087,0x0087,0x0087,0x0087,0x0087,0x009b,0x009b,0x009b,0x00a2,0x00a2,0x00e2
NtQueryInformationToken,0x006f,0x006f,0x006f,0x006f,0x0088,0x0088,0x0088,0x0088,0x0088,0x009c,0x009c,0x009c,0x00a3,0x00a3,0x00e3
NtQueryInformationTransaction,,,,,,,,,,,,,,,0x0051
NtQueryInformationTransactionManager,,,,,,,,,,,,,,,0x0052
NtQueryInformationWorkerFactory,,,,,,,,,,,,,,,0x017e
NtQueryInstallUILanguage,,,,,0x0089,0x0089,0x0089,0x0089,0x0089,0x009d,0x009d,0x009d,0x00a4,0x00a4,0x00e4
NtQueryIntervalProfile,0x0070,0x0070,0x0070,0x0070,0x008a,0x008a,0x008a,0x008a,0x008a,0x009e,0x009e,0x009e,0x00a5,0x00a5,0x00e5
NtQueryIoCompletion,0x006b,0x006b,0x006b,0x006b,0x0084,0x0084,0x0084,0x0084,0x0084,0x009f,0x009f,0x009f,0x00a6,0x00a6,0x00e6
NtQueryKey,0x0071,0x0071,0x0071,0x0071,0x008b,0x008b,0x008b,0x008b,0x008b,0x00a0,0x00a0,0x00a0,0x00a7,0x00a7,0x00e7
NtQueryLicenseValue,,,,,,,,,,,,,,,0x0183
NtQueryMultipleValueKey,0x0072,0x0072,0x0072,0x0072,0x008c,0x008c,0x008c,0x008c,0x008c,0x00a1,0x00a1,0x00a1,0x00a8,0x00a8,0x00e8
NtQueryMutant,0x0073,0x0073,0x0073,0x0073,0x008d,0x008d,0x008d,0x008d,0x008d,0x00a2,0x00a2,0x00a2,0x00a9,0x00a9,0x00e9
NtQueryObject,0x0074,0x0074,0x0074,0x0074,0x008e,0x008e,0x008e,0x008e,0x008e,0x00a3,0x00a3,0x00a3,0x00aa,0x00aa,0x00ea
NtQueryOleDirectoryFile,0x0075,0x0075,0x0075,0x0075,,,,,,,,,,,
NtQueryOpenSubKeys,,,,,0x008f,0x008f,0x008f,0x008f,0x008f,0x00a4,0x00a4,0x00a4,0x00ab,0x00ab,0x00eb
NtQueryOpenSubKeysEx,,,,,,,,,,,,,0x00ac,0x00ac,0x00ec
NtQueryPerformanceCounter,0x0076,0x0076,0x0076,0x0076,0x0090,0x0090,0x0090,0x0090,0x0090,0x00a5,0x00a5,0x00a5,0x00ad,0x00ad,0x00ed
NtQueryPortInformationProcess,,,,,,,,,,0x011b,0x011b,0x011b,0x0125,0x0125,0x016d
NtQueryQuotaInformationFile,,,,,0x0091,0x0091,0x0091,0x0091,0x0091,0x00a6,0x00a6,0x00a6,0x00ae,0x00ae,0x00ee
NtQuerySection,0x0077,0x0077,0x0077,0x0077,0x0092,0x0092,0x0092,0x0092,0x0092,0x00a7,0x00a7,0x00a7,0x00af,0x00af,0x00ef
NtQuerySecurityObject,0x0078,0x0078,0x0078,0x0078,0x0093,0x0093,0x0093,0x0093,0x0093,0x00a8,0x00a8,0x00a8,0x00b0,0x00b0,0x00f0
NtQuerySemaphore,0x0079,0x0079,0x0079,0x0079,0x0094,0x0094,0x0094,0x0094,0x0094,0x00a9,0x00a9,0x00a9,0x00b1,0x00b1,0x00f1
NtQuerySymbolicLinkObject,0x007a,0x007a,0x007a,0x007a,0x0095,0x0095,0x0095,0x0095,0x0095,0x00aa,0x00aa,0x00aa,0x00b2,0x00b2,0x00f2
NtQuerySystemEnvironmentValue,0x007b,0x007b,0x007b,0x007b,0x0096,0x0096,0x0096,0x0096,0x0096,0x00ab,0x00ab,0x00ab,0x00b3,0x00b3,0x00f3
NtQuerySystemEnvironmentValueEx,,,,,,,,,,0x00ac,0x00ac,0x00ac,0x00b4,0x00b4,0x00f4
NtQuerySystemInformation,0x007c,0x007c,0x007c,0x007c,0x0097,0x0097,0x0097,0x0097,0x0097,0x00ad,0x00ad,0x00ad,0x00b5,0x00b5,0x00f5
NtQuerySystemTime,0x007d,0x007d,0x007d,0x007d,0x0098,0x0098,0x0098,0x0098,0x0098,0x00ae,0x00ae,0x00ae,0x00b6,0x00b6,0x00f6
NtQueryTimer,0x007e,0x007e,0x007e,0x007e,0x0099,0x0099,0x0099,0x0099,0x0099,0x00af,0x00af,0x00af,0x00b7,0x00b7,0x00f7
NtQueryTimerResolution,0x007f,0x007f,0x007f,0x007f,0x009a,0x009a,0x009a,0x009a,0x009a,0x00b0,0x00b0,0x00b0,0x00b8,0x00b8,0x00f8
NtQueryValueKey,0x0080,0x0080,0x0080,0x0080,0x009b,0x009b,0x009b,0x009b,0x009b,0x00b1,0x00b1,0x00b1,0x00b9,0x00b9,0x00f9
NtQueryVirtualMemory,0x0081,0x0081,0x0081,0x0081,0x009c,0x009c,0x009c,0x009c,0x009c,0x00b2,0x00b2,0x00b2,0x00ba,0x00ba,0x00fa
NtQueryVolumeInformationFile,0x0082,0x0082,0x0082,0x0082,0x009d,0x009d,0x009d,0x009d,0x009d,0x00b3,0x00b3,0x00b3,0x00bb,0x00bb,0x00fb
NtQueryWinStationInformation,,0x00d5,,,,,,,,,,,,,
NtQueueApcThread,0x0083,0x0083,0x0083,0x0083,0x009e,0x009e,0x009e,0x009e,0x009e,0x00b4,0x00b4,0x00b4,0x00bc,0x00bc,0x00fc
NtRaiseException,0x0084,0x0084,0x0084,0x0084,0x009f,0x009f,0x009f,0x009f,0x009f,0x00b5,0x00b5,0x00b5,0x00bd,0x00bd,0x00fd
NtRaiseHardError,0x0085,0x0085,0x0085,0x0085,0x00a0,0x00a0,0x00a0,0x00a0,0x00a0,0x00b6,0x00b6,0x00b6,0x00be,0x00be,0x00fe
NtReadFile,0x0086,0x0086,0x0086,0x0086,0x00a1,0x00a1,0x00a1,0x00a1,0x00a1,0x00b7,0x00b7,0x00b7,0x00bf,0x00bf,0x00ff
NtReadFileScatter,0x0087,0x0087,0x0087,0x0087,0x00a2,0x00a2,0x00a2,0x00a2,0x00a2,0x00b8,0x00b8,0x00b8,0x00c0,0x00c0,0x0100
NtReadOnlyEnlistment,,,,,,,,,,,,,,,0x0056
NtReadRequestData,0x0088,0x0088,0x0088,0x0088,0x00a3,0x00a3,0x00a3,0x00a3,0x00a3,0x00b9,0x00b9,0x00b9,0x00c1,0x00c1,0x0101
NtReadVirtualMemory,0x0089,0x0089,0x0089,0x0089,0x00a4,0x00a4,0x00a4,0x00a4,0x00a4,0x00ba,0x00ba,0x00ba,0x00c2,0x00c2,0x0102
NtRecoverEnlistment,,,,,,,,,,,,,,,0x0066
NtRecoverResourceManager,,,,,,,,,,,,,,,0x0067
NtRecoverTransactionManager,,,,,,,,,,,,,,,0x0068
NtRegisterProtocolAddressInformation,,,,,,,,,,,,,,,0x0175
NtRegisterThreadTerminatePort,0x008a,0x008a,0x008a,0x008a,0x00a5,0x00a5,0x00a5,0x00a5,0x00a5,0x00bb,0x00bb,0x00bb,0x00c3,0x00c3,0x0103
NtReleaseKeyedEvent,,,,,,,,,,0x0119,0x0119,0x0119,0x0123,0x0123,0x016b
NtReleaseMutant,0x008b,0x008b,0x008b,0x008b,0x00a6,0x00a6,0x00a6,0x00a6,0x00a6,0x00bc,0x00bc,0x00bc,0x00c4,0x00c4,0x0104
NtReleaseSemaphore,0x008c,0x008c,0x008c,0x008c,0x00a7,0x00a7,0x00a7,0x00a7,0x00a7,0x00bd,0x00bd,0x00bd,0x00c5,0x00c5,0x0105
NtReleaseWorkerFactoryWorker,,,,,,,,,,,,,,,0x017b
NtRemoveIoCompletion,0x008d,0x008d,0x008d,0x008d,0x00a8,0x00a8,0x00a8,0x00a8,0x00a8,0x00be,0x00be,0x00be,0x00c6,0x00c6,0x0106
NtRemoveIoCompletionEx,,,,,,,,,,,,,,,0x0174
NtRemoveProcessDebug,,,,,,,,,,0x00bf,0x00bf,0x00bf,0x00c7,0x00c7,0x0107
NtRenameKey,,,,,,,,,,0x00c0,0x00c0,0x00c0,0x00c8,0x00c8,0x0108
NtRenameTransactionManager,,,,,,,,,,,,,,,0x0064
NtReplaceKey,0x008e,0x008e,0x008e,0x008e,0x00a9,0x00a9,0x00a9,0x00a9,0x00a9,0x00c1,0x00c1,0x00c1,0x00c9,0x00c9,0x0109
NtReplyPort,0x008f,0x008f,0x008f,0x008f,0x00aa,0x00aa,0x00aa,0x00aa,0x00aa,0x00c2,0x00c2,0x00c2,0x00ca,0x00ca,0x010a
NtReplyWaitReceivePort,0x0090,0x0090,0x0090,0x0090,0x00ab,0x00ab,0x00ab,0x00ab,0x00ab,0x00c3,0x00c3,0x00c3,0x00cb,0x00cb,0x010b
NtReplyWaitReceivePortEx,,,,,0x00ac,0x00ac,0x00ac,0x00ac,0x00ac,0x00c4,0x00c4,0x00c4,0x00cc,0x00cc,0x010c
NtReplyWaitReplyPort,0x0091,0x0091,0x0091,0x0091,0x00ad,0x00ad,0x00ad,0x00ad,0x00ad,0x00c5,0x00c5,0x00c5,0x00cd,0x00cd,0x010d
NtReplyWaitSendChannel,0x00d0,0x00cf,0x00cf,0x00cf,0x00f4,0x00f4,0x00f4,0x00f4,0x00f4,,,,,,
NtRequestDeviceWakeup,,,,,0x00ae,0x00ae,0x00ae,0x00ae,0x00ae,0x00c6,0x00c6,0x00c6,0x00ce,0x00ce,0x010e
NtRequestPort,0x0092,0x0092,0x0092,0x0092,0x00af,0x00af,0x00af,0x00af,0x00af,0x00c7,0x00c7,0x00c7,0x00cf,0x00cf,0x010f
NtRequestWaitReplyPort,0x0093,0x0093,0x0093,0x0093,0x00b0,0x00b0,0x00b0,0x00b0,0x00b0,0x00c8,0x00c8,0x00c8,0x00d0,0x00d0,0x0110
NtRequestWakeupLatency,,,,,0x00b1,0x00b1,0x00b1,0x00b1,0x00b1,0x00c9,0x00c9,0x00c9,0x00d1,0x00d1,0x0111
NtResetEvent,0x0094,0x0094,0x0094,0x0094,0x00b2,0x00b2,0x00b2,0x00b2,0x00b2,0x00ca,0x00ca,0x00ca,0x00d2,0x00d2,0x0112
NtResetWriteWatch,,,,,0x00b3,0x00b3,0x00b3,0x00b3,0x00b3,0x00cb,0x00cb,0x00cb,0x00d3,0x00d3,0x0113
NtRestoreKey,0x0095,0x0095,0x0095,0x0095,0x00b4,0x00b4,0x00b4,0x00b4,0x00b4,0x00cc,0x00cc,0x00cc,0x00d4,0x00d4,0x0114
NtResumeProcess,,,,,,,,,,0x00cd,0x00cd,0x00cd,0x00d5,0x00d5,0x0115
NtResumeThread,0x0096,0x0096,0x0096,0x0096,0x00b5,0x00b5,0x00b5,0x00b5,0x00b5,0x00ce,0x00ce,0x00ce,0x00d6,0x00d6,0x0116
NtRollbackComplete,,,,,,,,,,,,,,,0x0057
NtRollbackEnlistment,,,,,,,,,,,,,,,0x0058
NtRollbackSavepointTransaction,,,,,,,,,,,,,,,0x011c
NtRollbackTransaction,,,,,,,,,,,,,,,0x005a
NtRollforwardTransactionManager,,,,,,,,,,,,,,,0x0065
NtSaveKey,0x0097,0x0097,0x0097,0x0097,0x00b6,0x00b6,0x00b6,0x00b6,0x00b6,0x00cf,0x00cf,0x00cf,0x00d7,0x00d7,0x0117
NtSaveKeyEx,,,,,,,,,,0x00d0,0x00d0,0x00d0,0x00d8,0x00d8,0x0118
NtSaveMergedKeys,,,,,0x00b7,0x00b7,0x00b7,0x00b7,0x00b7,0x00d1,0x00d1,0x00d1,0x00d9,0x00d9,0x0119
NtSavepointComplete,,,,,,,,,,,,,,,0x011e
NtSavepointTransaction,,,,,,,,,,,,,,,0x011d
NtSecureConnectPort,,,,,0x00b8,0x00b8,0x00b8,0x00b8,0x00b8,0x00d2,0x00d2,0x00d2,0x00da,0x00da,0x011f
NtSendWaitReplyChannel,0x00d1,0x00d0,0x00d0,0x00d0,0x00f5,0x00f5,0x00f5,0x00f5,0x00f5,,,,,,
NtSetBootEntryOrder,,,,,,,,,,0x00d3,0x00d3,0x00d3,0x00db,0x00db,0x0120
NtSetBootOptions,,,,,,,,,,0x00d4,0x00d4,0x00d4,0x00dc,0x00dc,0x0121
NtSetContextChannel,0x00d2,0x00d1,0x00d1,0x00d1,0x00f6,0x00f6,0x00f6,0x00f6,0x00f6,,,,,,
NtSetContextThread,0x0099,0x0099,0x0099,0x0099,0x00ba,0x00ba,0x00ba,0x00ba,0x00ba,0x00d5,0x00d5,0x00d5,0x00dd,0x00dd,0x0122
NtSetDebugFilterState,,,,,,,,,,0x00d6,0x00d6,0x00d6,0x00de,0x00de,0x0123
NtSetDefaultHardErrorPort,0x009a,0x009a,0x009a,0x009a,0x00bb,0x00bb,0x00bb,0x00bb,0x00bb,0x00d7,0x00d7,0x00d7,0x00df,0x00df,0x0124
NtSetDefaultLocale,0x009b,0x009b,0x009b,0x009b,0x00bc,0x00bc,0x00bc,0x00bc,0x00bc,0x00d8,0x00d8,0x00d8,0x00e0,0x00e0,0x0125
NtSetDefaultUILanguage,,,,,0x00bd,0x00bd,0x00bd,0x00bd,0x00bd,0x00d9,0x00d9,0x00d9,0x00e1,0x00e1,0x0126
NtSetDriverEntryOrder,,,,,,,,,,,,,0x00e2,0x00e2,0x0127
NtSetEaFile,0x009c,0x009c,0x009c,0x009c,0x00be,0x00be,0x00be,0x00be,0x00be,0x00da,0x00da,0x00da,0x00e3,0x00e3,0x0128
NtSetEvent,0x009d,0x009d,0x009d,0x009d,0x00bf,0x00bf,0x00bf,0x00bf,0x00bf,0x00db,0x00db,0x00db,0x00e4,0x00e4,0x0129
NtSetEventBoostPriority,,,,,,,,,,0x00dc,0x00dc,0x00dc,0x00e5,0x00e5,0x012a
NtSetHighEventPair,0x009e,0x009e,0x009e,0x009e,0x00c0,0x00c0,0x00c0,0x00c0,0x00c0,0x00dd,0x00dd,0x00dd,0x00e6,0x00e6,0x012b
NtSetHighWaitLowEventPair,0x009f,0x009f,0x009f,0x009f,0x00c1,0x00c1,0x00c1,0x00c1,0x00c1,0x00de,0x00de,0x00de,0x00e7,0x00e7,0x012c
NtSetHighWaitLowThread,0x00a0,0x00a0,0x00a0,0x00a0,,,,,,,,,,,
NtSetInformationDebugObject,,,,,,,,,,0x00df,0x00df,0x00df,0x00e8,0x00e8,0x012d
NtSetInformationEnlistment,,,,,,,,,,,,,,,0x006f
NtSetInformationFile,0x00a1,0x00a1,0x00a1,0x00a1,0x00c2,0x00c2,0x00c2,0x00c2,0x00c2,0x00e0,0x00e0,0x00e0,0x00e9,0x00e9,0x012e
NtSetInformationJobObject,,,,,0x00c3,0x00c3,0x00c3,0x00c3,0x00c3,0x00e1,0x00e1,0x00e1,0x00ea,0x00ea,0x012f
NtSetInformationKey,0x00a2,0x00a2,0x00a2,0x00a2,0x00c4,0x00c4,0x00c4,0x00c4,0x00c4,0x00e2,0x00e2,0x00e2,0x00eb,0x00eb,0x0130
NtSetInformationObject,0x00a3,0x00a3,0x00a3,0x00a3,0x00c5,0x00c5,0x00c5,0x00c5,0x00c5,0x00e3,0x00e3,0x00e3,0x00ec,0x00ec,0x0131
NtSetInformationProcess,0x00a4,0x00a4,0x00a4,0x00a4,0x00c6,0x00c6,0x00c6,0x00c6,0x00c6,0x00e4,0x00e4,0x00e4,0x00ed,0x00ed,0x0132
NtSetInformationResourceManager,,,,,,,,,,,,,,,0x0061
NtSetInformationThread,0x00a5,0x00a5,0x00a5,0x00a5,0x00c7,0x00c7,0x00c7,0x00c7,0x00c7,0x00e5,0x00e5,0x00e5,0x00ee,0x00ee,0x0133
NtSetInformationToken,0x00a6,0x00a6,0x00a6,0x00a6,0x00c8,0x00c8,0x00c8,0x00c8,0x00c8,0x00e6,0x00e6,0x00e6,0x00ef,0x00ef,0x0134
NtSetInformationTransaction,,,,,,,,,,,,,,,0x005f
NtSetInformationTransactionManager,,,,,,,,,,,,,,,0x0060
NtSetInformationWorkerFactory,,,,,,,,,,,,,,,0x017d
NtSetIntervalProfile,0x00a7,0x00a7,0x00a7,0x00a7,0x00c9,0x00c9,0x00c9,0x00c9,0x00c9,0x00e7,0x00e7,0x00e7,0x00f0,0x00f0,0x0135
NtSetIoCompletion,0x0098,0x0098,0x0098,0x0098,0x00b9,0x00b9,0x00b9,0x00b9,0x00b9,0x00e8,0x00e8,0x00e8,0x00f1,0x00f1,0x0136
NtSetLdtEntries,0x00a8,0x00a8,0x00a8,0x00a8,0x00ca,0x00ca,0x00ca,0x00ca,0x00ca,0x00e9,0x00e9,0x00e9,0x00f2,0x00f2,0x0137
NtSetLowEventPair,0x00a9,0x00a9,0x00a9,0x00a9,0x00cb,0x00cb,0x00cb,0x00cb,0x00cb,0x00ea,0x00ea,0x00ea,0x00f3,0x00f3,0x0138
NtSetLowWaitHighEventPair,0x00aa,0x00aa,0x00aa,0x00aa,0x00cc,0x00cc,0x00cc,0x00cc,0x00cc,0x00eb,0x00eb,0x00eb,0x00f4,0x00f4,0x0139
NtSetLowWaitHighThread,0x00ab,0x00ab,0x00ab,0x00ab,,,,,,,,,,,
NtSetQuotaInformationFile,,,,,0x00cd,0x00cd,0x00cd,0x00cd,0x00cd,0x00ec,0x00ec,0x00ec,0x00f5,0x00f5,0x013a
NtSetSecurityObject,0x00ac,0x00ac,0x00ac,0x00ac,0x00ce,0x00ce,0x00ce,0x00ce,0x00ce,0x00ed,0x00ed,0x00ed,0x00f6,0x00f6,0x013b
NtSetSystemEnvironmentValue,0x00ad,0x00ad,0x00ad,0x00ad,0x00cf,0x00cf,0x00cf,0x00cf,0x00cf,0x00ee,0x00ee,0x00ee,0x00f7,0x00f7,0x013c
NtSetSystemEnvironmentValueEx,,,,,,,,,,0x00ef,0x00ef,0x00ef,0x00f8,0x00f8,0x013d
NtSetSystemInformation,0x00ae,0x00ae,0x00ae,0x00ae,0x00d0,0x00d0,0x00d0,0x00d0,0x00d0,0x00f0,0x00f0,0x00f0,0x00f9,0x00f9,0x013e
NtSetSystemPowerState,0x00af,0x00af,0x00af,0x00af,0x00d1,0x00d1,0x00d1,0x00d1,0x00d1,0x00f1,0x00f1,0x00f1,0x00fa,0x00fa,0x013f
NtSetSystemTime,0x00b0,0x00b0,0x00b0,0x00b0,0x00d2,0x00d2,0x00d2,0x00d2,0x00d2,0x00f2,0x00f2,0x00f2,0x00fb,0x00fb,0x0140
NtSetThreadExecutionState,,,,,0x00d3,0x00d3,0x00d3,0x00d3,0x00d3,0x00f3,0x00f3,0x00f3,0x00fc,0x00fc,0x0141
NtSetTimer,0x00b1,0x00b1,0x00b1,0x00b1,0x00d4,0x00d4,0x00d4,0x00d4,0x00d4,0x00f4,0x00f4,0x00f4,0x00fd,0x00fd,0x0142
NtSetTimerResolution,0x00b2,0x00b2,0x00b2,0x00b2,0x00d5,0x00d5,0x00d5,0x00d5,0x00d5,0x00f5,0x00f5,0x00f5,0x00fe,0x00fe,0x0143
NtSetUuidSeed,,,,,0x00d6,0x00d6,0x00d6,0x00d6,0x00d6,0x00f6,0x00f6,0x00f6,0x00ff,0x00ff,0x0144
NtSetValueKey,0x00b3,0x00b3,0x00b3,0x00b3,0x00d7,0x00d7,0x00d7,0x00d7,0x00d7,0x00f7,0x00f7,0x00f7,0x0100,0x0100,0x0145
NtSetVolumeInformationFile,0x00b4,0x00b4,0x00b4,0x00b4,0x00d8,0x00d8,0x00d8,0x00d8,0x00d8,0x00f8,0x00f8,0x00f8,0x0101,0x0101,0x0146
NtSetWinStationInformation,,0x00d6,,,,,,,,,,,,,
NtShutdownSystem,0x00b5,0x00b5,0x00b5,0x00b5,0x00d9,0x00d9,0x00d9,0x00d9,0x00d9,0x00f9,0x00f9,0x00f9,0x0102,0x0102,0x0147
NtShutdownWorkerFactory,,,,,,,,,,,,,,,0x0180
NtSignalAndWaitForSingleObject,0x00b6,0x00b6,0x00b6,0x00b6,0x00da,0x00da,0x00da,0x00da,0x00da,0x00fa,0x00fa,0x00fa,0x0103,0x0103,0x0148
NtSinglePhaseReject,,,,,,,,,,,,,,,0x005e
NtStartProfile,0x00b7,0x00b7,0x00b7,0x00b7,0x00db,0x00db,0x00db,0x00db,0x00db,0x00fb,0x00fb,0x00fb,0x0104,0x0104,0x0149
NtStartTm,,,,,,,,,,,,,,,0x0071
NtStopProfile,0x00b8,0x00b8,0x00b8,0x00b8,0x00dc,0x00dc,0x00dc,0x00dc,0x00dc,0x00fc,0x00fc,0x00fc,0x0105,0x0105,0x014a
NtSuspendProcess,,,,,,,,,,0x00fd,0x00fd,0x00fd,0x0106,0x0106,0x014b
NtSuspendThread,0x00b9,0x00b9,0x00b9,0x00b9,0x00dd,0x00dd,0x00dd,0x00dd,0x00dd,0x00fe,0x00fe,0x00fe,0x0107,0x0107,0x014c
NtSystemDebugControl,0x00ba,0x00ba,0x00ba,0x00ba,0x00de,0x00de,0x00de,0x00de,0x00de,0x00ff,0x00ff,0x00ff,0x0108,0x0108,0x014d
NtTerminateJobObject,,,,,0x00df,0x00df,0x00df,0x00df,0x00df,0x0100,0x0100,0x0100,0x0109,0x0109,0x014e
NtTerminateProcess,0x00bb,0x00bb,0x00bb,0x00bb,0x00e0,0x00e0,0x00e0,0x00e0,0x00e0,0x0101,0x0101,0x0101,0x010a,0x010a,0x014f
NtTerminateThread,0x00bc,0x00bc,0x00bc,0x00bc,0x00e1,0x00e1,0x00e1,0x00e1,0x00e1,0x0102,0x0102,0x0102,0x010b,0x010b,0x0150
NtTestAlert,0x00bd,0x00bd,0x00bd,0x00bd,0x00e2,0x00e2,0x00e2,0x00e2,0x00e2,0x0103,0x0103,0x0103,0x010c,0x010c,0x0151
NtThawRegistry,,,,,,,,,,,,,,,0x0152
NtThawTransactions,,,,,,,,,,,,,,,0x0153
NtTraceControl,,,,,,,,,,,,,,,0x0155
NtTraceEvent,,,,,,,,,,0x0104,0x0104,0x0104,0x010d,0x010d,0x0154
NtTranslateFilePath,,,,,,,,,,0x0105,0x0105,0x0105,0x010e,0x010e,0x0156
NtUnloadDriver,0x00be,0x00be,0x00be,0x00be,0x00e3,0x00e3,0x00e3,0x00e3,0x00e3,0x0106,0x0106,0x0106,0x010f,0x010f,0x0157
NtUnloadKey,0x00bf,0x00bf,0x00bf,0x00bf,0x00e4,0x00e4,0x00e4,0x00e4,0x00e4,0x0107,0x0107,0x0107,0x0110,0x0110,0x0158
NtUnloadKey2,,,,,,,,,,,,,0x0111,0x0111,0x0159
NtUnloadKeyEx,,,,,,,,,,0x0108,0x0108,0x0108,0x0112,0x0112,0x015a
NtUnlockFile,0x00c0,0x00c0,0x00c0,0x00c0,0x00e5,0x00e5,0x00e5,0x00e5,0x00e5,0x0109,0x0109,0x0109,0x0113,0x0113,0x015b
NtUnlockVirtualMemory,0x00c1,0x00c1,0x00c1,0x00c1,0x00e6,0x00e6,0x00e6,0x00e6,0x00e6,0x010a,0x010a,0x010a,0x0114,0x0114,0x015c
NtUnmapViewOfSection,0x00c2,0x00c2,0x00c2,0x00c2,0x00e7,0x00e7,0x00e7,0x00e7,0x00e7,0x010b,0x010b,0x010b,0x0115,0x0115,0x015d
NtVdmControl,0x00c3,0x00c3,0x00c3,0x00c3,0x00e8,0x00e8,0x00e8,0x00e8,0x00e8,0x010c,0x010c,0x010c,0x0116,0x0116,0x015e
NtW32Call,0x00cc,,,,,,,,,,,,,,
NtWaitForDebugEvent,,,,,,,,,,0x010d,0x010d,0x010d,0x0117,0x0117,0x015f
NtWaitForKeyedEvent,,,,,,,,,,0x011a,0x011a,0x011a,0x0124,0x0124,0x016c
NtWaitForMultipleObjects,0x00c4,0x00c4,0x00c4,0x00c4,0x00e9,0x00e9,0x00e9,0x00e9,0x00e9,0x010e,0x010e,0x010e,0x0118,0x0118,0x0160
NtWaitForMultipleObjects32,,,,,,,,,,,,,,0x0127,0x016f
NtWaitForSingleObject,0x00c5,0x00c5,0x00c5,0x00c5,0x00ea,0x00ea,0x00ea,0x00ea,0x00ea,0x010f,0x010f,0x010f,0x0119,0x0119,0x0161
NtWaitForWorkViaWorkerFactory,,,,,,,,,,,,,,,0x017c
NtWaitHighEventPair,0x00c6,0x00c6,0x00c6,0x00c6,0x00eb,0x00eb,0x00eb,0x00eb,0x00eb,0x0110,0x0110,0x0110,0x011a,0x011a,0x0162
NtWaitLowEventPair,0x00c7,0x00c7,0x00c7,0x00c7,0x00ec,0x00ec,0x00ec,0x00ec,0x00ec,0x0111,0x0111,0x0111,0x011b,0x011b,0x0163
NtWorkerFactoryWorkerReady,,,,,,,,,,,,,,,0x017f
NtWriteErrorLogEntry,,0x00d7,,,,,,,,,,,,,
NtWriteFile,0x00c8,0x00c8,0x00c8,0x00c8,0x00ed,0x00ed,0x00ed,0x00ed,0x00ed,0x0112,0x0112,0x0112,0x011c,0x011c,0x0164
NtWriteFileGather,0x00c9,0x00c9,0x00c9,0x00c9,0x00ee,0x00ee,0x00ee,0x00ee,0x00ee,0x0113,0x0113,0x0113,0x011d,0x011d,0x0165
NtWriteRequestData,0x00ca,0x00ca,0x00ca,0x00ca,0x00ef,0x00ef,0x00ef,0x00ef,0x00ef,0x0114,0x0114,0x0114,0x011e,0x011e,0x0166
NtWriteVirtualMemory,0x00cb,0x00cb,0x00cb,0x00cb,0x00f0,0x00f0,0x00f0,0x00f0,0x00f0,0x0115,0x0115,0x0115,0x011f,0x011f,0x0167
NtYieldExecution,0x00d3,0x00d2,0x00d2,0x00d2,0x00f7,0x00f7,0x00f7,0x00f7,0x00f7,0x0116,0x0116,0x0116,0x0120,0x0120,0x0168
